instrument_id,date,close,source
apog.us,NaT,32.89,stooq:us
app.us,NaT,380.71,stooq:us
appf.us,NaT,157.0,stooq:us
appn.us,NaT,23.31,stooq:us
apps.us,NaT,2.92,stooq:us
apre.us,NaT,0.72985,stooq:us
apvo.us,NaT,4.23,stooq:us
apwc.us,NaT,1.33,stooq:us
apxt.us,NaT,9.93,stooq:us
apxtu.us,NaT,10.19,stooq:us
apxtw.us,NaT,0.24,stooq:us
apyx.us,NaT,3.63,stooq:us
aqb.us,NaT,0.89,stooq:us
aqms.us,NaT,3.63,stooq:us
aqst.us,NaT,4.0,stooq:us
arai.us,NaT,0.8,stooq:us
aray.us,NaT,0.38075,stooq:us
arbb.us,NaT,3.81,stooq:us
arbe.us,NaT,0.56,stooq:us
arbew.us,NaT,0.0695,stooq:us
arbk.us,NaT,3.05,stooq:us
arcb.us,NaT,93.22,stooq:us
arcc.us,NaT,17.48,stooq:us
arci.us,NaT,9.86,stooq:us
arciu.us,NaT,10.0,stooq:us
arciw.us,NaT,0.53,stooq:us
arct.us,NaT,7.0,stooq:us
ardx.us,NaT,5.39,stooq:us
areb.us,NaT,8.48,stooq:us
arebw.us,NaT,0.0159,stooq:us
arec.us,NaT,2.3,stooq:us
argx.us,NaT,697.45,stooq:us
arhs.us,NaT,6.52,stooq:us
arko.us,NaT,5.496,stooq:us
arkr.us,NaT,6.83,stooq:us
arlp.us,NaT,29.05,stooq:us
arm.us,NaT,144.1,stooq:us
arow.us,NaT,33.0501,stooq:us
arq.us,NaT,2.5,stooq:us
arqq.us,NaT,11.97,stooq:us
arqqw.us,NaT,0.1367,stooq:us
arqt.us,NaT,21.36,stooq:us
arry.us,NaT,7.46,stooq:us
artc.us,NaT,9.81,stooq:us
artcu.us,NaT,9.91,stooq:us
artcw.us,NaT,0.302,stooq:us
artl.us,NaT,7.64,stooq:us
artna.us,NaT,32.06,stooq:us
artv.us,NaT,5.25,stooq:us
artw.us,NaT,2.15,stooq:us
arvn.us,NaT,10.07,stooq:us
arwr.us,NaT,57.97,stooq:us
asbp.us,NaT,0.9044,stooq:us
asbpw.us,NaT,0.013901,stooq:us
asci.us,NaT,32.17,stooq:us
asle.us,NaT,6.05,stooq:us
asmb.us,NaT,27.86,stooq:us
asml.us,NaT,1318.765,stooq:us
asmu.us,NaT,20.67,stooq:us
asnd.us,NaT,216.81,stooq:us
asns.us,NaT,0.355,stooq:us
aso.us,NaT,53.945,stooq:us
aspc.us,NaT,10.77,stooq:us
aspcr.us,NaT,0.12,stooq:us
aspcu.us,NaT,10.83,stooq:us
aspi.us,NaT,4.44,stooq:us
asps.us,NaT,6.44,stooq:us
aspsw.us,NaT,0.3803,stooq:us
aspsz.us,NaT,0.17,stooq:us
asrt.us,NaT,19.66,stooq:us
asrv.us,NaT,3.66,stooq:us
asst.us,NaT,10.05,stooq:us
astc.us,NaT,3.17,stooq:us
aste.us,NaT,51.51,stooq:us
asth.us,NaT,24.5,stooq:us
asti.us,NaT,3.564,stooq:us
astl.us,NaT,4.02,stooq:us
astlw.us,NaT,0.08,stooq:us
asts.us,NaT,79.86,stooq:us
asur.us,NaT,7.91,stooq:us
asys.us,NaT,11.6,stooq:us
atai.us,NaT,3.38,stooq:us
atat.us,NaT,34.92,stooq:us
atcx.us,NaT,4.8,stooq:us
atec.us,NaT,10.93,stooq:us
ater.us,NaT,0.5718,stooq:us
atex.us,NaT,38.5,stooq:us
atgl.us,NaT,15.6,stooq:us
athe.us,NaT,3.31,stooq:us
athr.us,NaT,2.64,stooq:us
atii.us,NaT,10.41,stooq:us
atiiu.us,NaT,10.51,stooq:us
atiiw.us,NaT,0.45,stooq:us
atlc.us,NaT,52.78,stooq:us
atlcl.us,NaT,25.05,stooq:us
atlcp.us,NaT,22.18,stooq:us
atlcz.us,NaT,24.95,stooq:us
atln.us,NaT,3.0409,stooq:us
atlo.us,NaT,27.7,stooq:us
atlx.us,NaT,4.205,stooq:us
atmc.us,NaT,15.7,stooq:us
atmcu.us,NaT,15.2,stooq:us
atmvu.us,NaT,11.2,stooq:us
atni.us,NaT,28.1,stooq:us
atom.us,NaT,3.79,stooq:us
aton.us,NaT,0.306,stooq:us
atos.us,NaT,4.79,stooq:us
atpc.us,NaT,2.64,stooq:us
atra.us,NaT,4.59,stooq:us
atrc.us,NaT,28.88,stooq:us
atro.us,NaT,65.19,stooq:us
atxg.us,NaT,4.31,stooq:us
atyr.us,NaT,0.75001,stooq:us
aubn.us,NaT,23.75,stooq:us
audc.us,NaT,8.32,stooq:us
augo.us,NaT,71.59,stooq:us
auid.us,NaT,1.26,stooq:us
auph.us,NaT,14.3,stooq:us
aur.us,NaT,3.885,stooq:us
aura.us,NaT,6.3,stooq:us
aure.us,NaT,1.86,stooq:us
aurow.us,NaT,0.1858,stooq:us
autl.us,NaT,1.225,stooq:us
auud.us,NaT,0.7405,stooq:us
avah.us,NaT,6.31,stooq:us
avav.us,NaT,186.405,stooq:us
avbh.us,NaT,28.035,stooq:us
avbp.us,NaT,21.43,stooq:us
avgo.us,NaT,300.87,stooq:us
avir.us,NaT,5.09,stooq:us
avnw.us,NaT,23.06,stooq:us
avo.us,NaT,13.925,stooq:us
avos.us,NaT,23.9,stooq:us
avpt.us,NaT,9.53,stooq:us
avr.us,NaT,5.12,stooq:us
avt.us,NaT,60.47,stooq:us
avtx.us,NaT,13.73,stooq:us
avx.us,NaT,0.55,stooq:us
avxl.us,NaT,2.76,stooq:us
avxx.us,NaT,10.5,stooq:us
awre.us,NaT,1.25,stooq:us
axg.us,NaT,3.65,stooq:us
axgn.us,NaT,31.04,stooq:us
axin.us,NaT,10.13,stooq:us
axinr.us,NaT,0.19,stooq:us
axinu.us,NaT,10.29,stooq:us
axon.us,NaT,431.26,stooq:us
axpg.us,NaT,10.66,stooq:us
axsm.us,NaT,155.75,stooq:us
axti.us,NaT,64.7,stooq:us
aytu.us,NaT,2.59,stooq:us
az.us,NaT,6.55,stooq:us
azi.us,NaT,2.22,stooq:us
azn.us,NaT,193.83,stooq:us
azta.us,NaT,20.2,stooq:us
azyy.us,NaT,15.79,stooq:us
babu.us,NaT,13.1,stooq:us
bacc.us,NaT,10.19,stooq:us
baccr.us,NaT,0.3,stooq:us
baccu.us,NaT,10.39,stooq:us
bacqr.us,NaT,0.7512,stooq:us
bacqu.us,NaT,11.0,stooq:us
baer.us,NaT,1.85,stooq:us
baerw.us,NaT,0.3,stooq:us
bafn.us,NaT,6.36,stooq:us
baiv.us,NaT,23.08,stooq:us
balq.us,NaT,45.4,stooq:us
band.us,NaT,17.11,stooq:us
banf.us,NaT,107.21,stooq:us
banfp.us,NaT,26.3,stooq:us
banl.us,NaT,0.915,stooq:us
banr.us,NaT,60.3,stooq:us
banx.us,NaT,18.7,stooq:us
banxr.us,NaT,0.02,stooq:us
baos.us,NaT,2.52,stooq:us
batra.us,NaT,46.46,stooq:us
batrk.us,NaT,41.92,stooq:us
baya.us,NaT,11.85,stooq:us
bayar.us,NaT,0.167,stooq:us
bayau.us,NaT,11.87,stooq:us
bbb.us,NaT,26.37,stooq:us
bbcp.us,NaT,7.115,stooq:us
bbcq.us,NaT,10.01,stooq:us
bbcqu.us,NaT,10.3,stooq:us
bbcqw.us,NaT,0.9625,stooq:us
bbgi.us,NaT,3.5821,stooq:us
bbio.us,NaT,69.1001,stooq:us
bblg.us,NaT,1.11,stooq:us
bbnx.us,NaT,10.76,stooq:us
bbot.us,NaT,8.92,stooq:us
bbsi.us,NaT,29.36,stooq:us
bbyy.us,NaT,13.2,stooq:us
bcab.us,NaT,0.161,stooq:us
bcal.us,NaT,17.62,stooq:us
bcar.us,NaT,10.1307,stooq:us
bcaru.us,NaT,10.65,stooq:us
bcarw.us,NaT,0.5991,stooq:us
bcax.us,NaT,19.13,stooq:us
bcbp.us,NaT,8.71,stooq:us
bcda.us,NaT,1.15,stooq:us
bcfn.us,NaT,20.38,stooq:us
bcg.us,NaT,2.06,stooq:us
bcgww.us,NaT,0.1,stooq:us
bcic.us,NaT,7.4,stooq:us
bcml.us,NaT,29.49,stooq:us
bcpc.us,NaT,168.9,stooq:us
bcrx.us,NaT,9.28,stooq:us
bctk.us,NaT,23.0,stooq:us
bctx.us,NaT,3.77,stooq:us
bctxl.us,NaT,1.0,stooq:us
bctxz.us,NaT,0.1342,stooq:us
bcyc.us,NaT,4.33,stooq:us
bdci.us,NaT,10.0,stooq:us
bdciu.us,NaT,10.1,stooq:us
bdciw.us,NaT,0.45,stooq:us
bdmd.us,NaT,1.99,stooq:us
bdmdw.us,NaT,0.1,stooq:us
bdrx.us,NaT,0.67,stooq:us
bdsx.us,NaT,14.14,stooq:us
bdtx.us,NaT,2.03,stooq:us
bdvl.us,NaT,24.31,stooq:us
bdyn.us,NaT,23.91,stooq:us
beag.us,NaT,10.54,stooq:us
beagr.us,NaT,0.2119,stooq:us
beagu.us,NaT,10.8,stooq:us
beam.us,NaT,22.23,stooq:us
beat.us,NaT,1.18,stooq:us
beatw.us,NaT,0.1201,stooq:us
bedy.us,NaT,26.92,stooq:us
beem.us,NaT,1.39,stooq:us
beep.us,NaT,2.31,stooq:us
beg.us,NaT,23.59,stooq:us
belfa.us,NaT,192.77,stooq:us
belfb.us,NaT,197.26,stooq:us
benf.us,NaT,3.1797,stooq:us
benfw.us,NaT,0.0103,stooq:us
betr.us,NaT,31.0,stooq:us
betrw.us,NaT,0.2366,stooq:us
bfc.us,NaT,133.28,stooq:us
bfrg.us,NaT,1.05,stooq:us
bfri.us,NaT,0.8189,stooq:us
bfriw.us,NaT,0.0411,stooq:us
bfst.us,NaT,26.89,stooq:us
bgc.us,NaT,9.4355,stooq:us
bgin.us,NaT,2.23,stooq:us
bgl.us,NaT,1.17,stooq:us
bglc.us,NaT,2.33,stooq:us
bglww.us,NaT,0.1725,stooq:us
bgm.us,NaT,0.4713,stooq:us
bgms.us,NaT,0.9999,stooq:us
bgmsp.us,NaT,0.943549,stooq:us
bhatf.us,NaT,0.069,stooq:us
bhavu.us,NaT,9.96,stooq:us
bhdg.us,NaT,26.17,stooq:us
bhf.us,NaT,60.0,stooq:us
bhfal.us,NaT,16.565,stooq:us
bhfam.us,NaT,10.79,stooq:us
bhfan.us,NaT,12.1,stooq:us
bhfao.us,NaT,15.3101,stooq:us
bhfap.us,NaT,14.88,stooq:us
bhrb.us,NaT,61.465,stooq:us
bhst.us,NaT,4.4,stooq:us
biaf.us,NaT,3.96,stooq:us
bidg.us,NaT,11.12,stooq:us
bidu.us,NaT,108.08,stooq:us
biib.us,NaT,186.16,stooq:us
bili.us,NaT,22.12,stooq:us
bioa.us,NaT,16.15,stooq:us
biox.us,NaT,0.397,stooq:us
bird.us,NaT,3.12,stooq:us
bitf.us,NaT,2.0,stooq:us
bivi.us,NaT,1.3433,stooq:us
biviw.us,NaT,0.28,stooq:us
bixi.us,NaT,9.9,stooq:us
bixiu.us,NaT,10.0,stooq:us
bixiw.us,NaT,0.3337,stooq:us
biya.us,NaT,1.45,stooq:us
bjdx.us,NaT,1.96,stooq:us
bjri.us,NaT,34.93,stooq:us
bkha.us,NaT,11.59,stooq:us
bkhar.us,NaT,1.3,stooq:us
bkhau.us,NaT,11.7,stooq:us
bkmi.us,NaT,26.05,stooq:us
bkms.us,NaT,25.51,stooq:us
bkng.us,NaT,4065.0,stooq:us
bkr.us,NaT,64.07,stooq:us
bkyi.us,NaT,0.5799,stooq:us
bl.us,NaT,36.42,stooq:us
blbd.us,NaT,55.77,stooq:us
bldp.us,NaT,2.42,stooq:us
blfs.us,NaT,18.6,stooq:us
blfy.us,NaT,12.77,stooq:us
blin.us,NaT,0.85,stooq:us
bliv.us,NaT,2.99,stooq:us
blkb.us,NaT,38.135,stooq:us
blln.us,NaT,69.55,stooq:us
blmn.us,NaT,5.245,stooq:us
blne.us,NaT,2.2,stooq:us
blnk.us,NaT,0.5483,stooq:us
blrk.us,NaT,9.9,stooq:us
blrku.us,NaT,10.03,stooq:us
blrkw.us,NaT,0.33,stooq:us
blrx.us,NaT,2.25,stooq:us
blsg.us,NaT,4.565,stooq:us
blte.us,NaT,152.86,stooq:us
bluw.us,NaT,10.28,stooq:us
bluwu.us,NaT,10.9956,stooq:us
bluww.us,NaT,0.5,stooq:us
blze.us,NaT,3.43,stooq:us
blzr.us,NaT,10.01,stooq:us
blzru.us,NaT,10.2,stooq:us
blzrw.us,NaT,0.4294,stooq:us
bmbl.us,NaT,3.29,stooq:us
bmea.us,NaT,1.32,stooq:us
bmgl.us,NaT,0.5415,stooq:us
bmhl.us,NaT,3.38,stooq:us
bmm.us,NaT,5.94,stooq:us
bmng.us,NaT,1.15,stooq:us
bmop.us,NaT,24.49,stooq:us
bmr.us,NaT,1.42,stooq:us
bmra.us,NaT,2.02,stooq:us
bmrc.us,NaT,25.66,stooq:us
bmrn.us,NaT,54.42,stooq:us
bnai.us,NaT,36.11,stooq:us
bnaiw.us,NaT,0.27,stooq:us
bnbx.us,NaT,0.69,stooq:us
bnc.us,NaT,2.92,stooq:us
bncww.us,NaT,0.0306,stooq:us
bndp.us,NaT,74.17,stooq:us
bngo.us,NaT,1.13,stooq:us
bnkk.us,NaT,2.61,stooq:us
bnr.us,NaT,16.36,stooq:us
bnrg.us,NaT,0.6375,stooq:us
bntc.us,NaT,10.23,stooq:us
bntx.us,NaT,85.87,stooq:us
bnzi.us,NaT,1.07,stooq:us
bnziw.us,NaT,0.0143,stooq:us
bodi.us,NaT,10.625,stooq:us
bof.us,NaT,3.39,stooq:us
bokf.us,NaT,125.87,stooq:us
bold.us,NaT,1.09,stooq:us
bolt.us,NaT,4.565,stooq:us
bon.us,NaT,1.35,stooq:us
boom.us,NaT,5.28,stooq:us
bosc.us,NaT,5.14,stooq:us
botj.us,NaT,20.6,stooq:us
boxl.us,NaT,1.21,stooq:us
bpac.us,NaT,10.0,stooq:us
bpacr.us,NaT,0.19,stooq:us
bpacu.us,NaT,10.15,stooq:us
bpop.us,NaT,131.0,stooq:us
bpopm.us,NaT,25.29,stooq:us
bprn.us,NaT,33.6,stooq:us
bpypm.us,NaT,16.02,stooq:us
bpypn.us,NaT,13.266,stooq:us
bpypo.us,NaT,14.8,stooq:us
bpypp.us,NaT,15.35,stooq:us
brag.us,NaT,1.67,stooq:us
brai.us,NaT,21.4552,stooq:us
brbi.us,NaT,14.2907,stooq:us
brcb.us,NaT,12.29,stooq:us
brem.us,NaT,49.51,stooq:us
bres.us,NaT,23.44,stooq:us
brfh.us,NaT,2.68,stooq:us
brid.us,NaT,7.44,stooq:us
brkr.us,NaT,33.375,stooq:us
brkrp.us,NaT,280.0,stooq:us
brls.us,NaT,1.39,stooq:us
brlsw.us,NaT,0.0598,stooq:us
brlt.us,NaT,1.28,stooq:us
brns.us,NaT,0.521,stooq:us
brr.us,NaT,2.065,stooq:us
brrwu.us,NaT,5.71,stooq:us
brrww.us,NaT,0.27,stooq:us
brtx.us,NaT,0.284,stooq:us
brze.us,NaT,23.0,stooq:us
bsaa.us,NaT,10.26,stooq:us
bsaar.us,NaT,0.15,stooq:us
bsaau.us,NaT,10.4,stooq:us
bsbk.us,NaT,8.18,stooq:us
bset.us,NaT,14.28,stooq:us
bsmz.us,NaT,25.07,stooq:us
bsrr.us,NaT,33.48,stooq:us
bsvn.us,NaT,39.6,stooq:us
bsy.us,NaT,34.78,stooq:us
btai.us,NaT,1.28,stooq:us
btbd.us,NaT,1.69,stooq:us
btbt.us,NaT,1.265,stooq:us
btcs.us,NaT,1.391,stooq:us
btct.us,NaT,1.13,stooq:us
btdr.us,NaT,8.6,stooq:us
btm.us,NaT,2.13,stooq:us
btmd.us,NaT,1.32,stooq:us
btmww.us,NaT,0.0245,stooq:us
btoc.us,NaT,0.2614,stooq:us
btog.us,NaT,2.27,stooq:us
btq.us,NaT,2.15,stooq:us
btsg.us,NaT,42.08,stooq:us
btsgu.us,NaT,140.27,stooq:us
bttc.us,NaT,1.25,stooq:us
bu.us,NaT,19.56,stooq:us
bull.us,NaT,4.83,stooq:us
bullw.us,NaT,1.3,stooq:us
bulx.us,NaT,2.42,stooq:us
buse.us,NaT,24.81,stooq:us
busep.us,NaT,25.62,stooq:us
buuu.us,NaT,13.21,stooq:us
bvc.us,NaT,9.46,stooq:us
bvfl.us,NaT,18.7,stooq:us
bvs.us,NaT,9.01,stooq:us
